"caseid","weight","wave","state","district","n7ay23","n7by23","n7cy23","n7dy23","n7ey23","n7fy23","n7gy23","n7hy23","n7iy23","n7ky23","n7ly23","urban","gender","age","caste","n7ay23_recode","n7by23_recode","n7cy23_recode","n7dy23_recode","n7ey23_recode","n7fy23_recode","n7gy23_recode","n7hy23_recode","n7iy23_recode","n7ky23_recode","n7ly23_recode","state_district_survey"
16172,0.74048212924,2024,"Andhra Pradesh","Kakinada","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Other Castes",0,0,1,0,1,1,1,1,1,0,1,"Andhra Pradesh, Kakinada"
16173,0.62040394612,2024,"Tamil Nadu","Tirunelveli","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",0,0,0,1,1,1,0,0,0,1,1,"Tamil Nadu, Tirunelveli"
16174,1.24080789224,2024,"Uttar Pradesh","Mau","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Rural","Male","18-29","Other Castes",0,1,1,1,0,1,1,1,0,1,1,"Uttar Pradesh, Mau"
16175,2.04132911304,2024,"Rajasthan","Jaipur","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Urban","Male","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Rajasthan, Jaipur"
16176,1.27082743802,2024,"Gujarat","Sabarkantha","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Very worried","Not at all worried","Not at all worried","Very worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,0,1,0,0,1,"Gujarat, Sabarkantha"
16177,0.4502931867,2024,"Maharashtra","Aurangabad","Very worried","Moderately worried","Very worried","Very worried","Very worried","Not very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","45+","Scheduled Castes/Tribes",1,0,1,1,1,0,0,1,1,1,1,"Maharashtra, Aurangabad"
16178,1.76114668576,2024,"Andhra Pradesh","Vizianagaram","Not at all worried","Very worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Rural","Male","45+","Other Castes",0,1,0,0,1,0,0,1,0,0,0,"Andhra Pradesh, Vizianagaram"
16179,1.2508144075,2024,"Karnataka","Uttara Kannada","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Don't know","Not at all worried","Moderately worried","Moderately worried","Rural","Female","18-29","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, Uttara Kannada"
16180,0.81052773606,2024,"West Bengal","Purbo Medinipur","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,0,1,0,1,1,0,1,0,0,"West Bengal, Purbo Medinipur"
16182,0.98063849548,2024,"Karnataka","Davanagere","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Don't know","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, Davanagere"
16183,0.67043652242,2024,"Haryana","Hissar","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",0,1,1,1,1,1,1,1,1,1,1,"Haryana, Hissar"
16184,0.73047561398,2024,"Andhra Pradesh","YSR","Very worried","Moderately worried","Not at all worried","Not at all worried","Not very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Not at all worried","Urban","Female","45+","Other Castes",1,0,0,0,0,1,0,1,1,1,0,"Andhra Pradesh, YSR"
16185,1.21078834646,2024,"Punjab","Pathankot","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Rural","Male","45+","Other Castes",1,1,0,1,0,0,1,0,1,0,1,"Punjab, Pathankot"
16186,1.27082743802,2024,"Haryana","Rewari","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,1,0,0,1,0,"Haryana, Rewari"
16187,1.16075577016,2024,"Chattisgarh","Raigarh","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Very worried","Don't know","Moderately worried","Not at all worried","Moderately worried","Urban","Male","45+","Other Castes",0,0,0,0,0,0,1,0,0,0,0,"Chattisgarh, Raigarh"
16188,1.43093168218,2024,"Karnataka","Davanagere","Don't know","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Don't know","Moderately worried","Moderately worried","Moderately worried","Urban","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, Davanagere"
16190,1.41091865166,2024,"West Bengal","Birbhum","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Moderately worried","Not very worried","Rural","Male","18-29","Other Castes",1,0,1,0,0,0,0,1,1,0,0,"West Bengal, Birbhum"
16191,1.02066455652,2024,"Madhya Pradesh","Panna","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","18-29","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Madhya Pradesh, Panna"
16192,0.49031924774,2024,"Bihar","Patna","Not at all worried","Very worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Very worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Urban","Male","30-44","Other Castes",0,1,0,1,0,0,1,1,0,0,0,"Bihar, Patna"
16193,1.73112713998,2024,"Andhra Pradesh","Dr.B.R.Ambedkar Konaseema","Not at all worried","Not very worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Andhra Pradesh, Dr.B.R.Ambedkar Konaseema"
16194,0.91059288866,2024,"Maharashtra","Jalna","Refused","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Refused","Moderately worried","Moderately worried","Rural","Male","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Maharashtra, Jalna"
16195,0.43028015618,2024,"Punjab","Patiala","Not at all worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Urban","Male","45+","Other Castes",0,1,1,1,0,1,1,1,1,0,0,"Punjab, Patiala"
16196,1.06069061756,2024,"Uttar Pradesh","Jaunpur","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Rural","Male","18-29","Other Castes",0,1,1,1,1,1,1,1,0,1,1,"Uttar Pradesh, Jaunpur"
16197,0.72046909872,2024,"West Bengal","Coochbehar","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Don't know","Not at all worried","Moderately worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"West Bengal, Coochbehar"
16198,1.29084046854,2024,"West Bengal","Malda","Not very worried","Not very worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Very worried","Not very worried","Moderately worried","Moderately worried","Rural","Male","30-44","Other Castes",0,0,0,0,0,0,0,1,0,0,0,"West Bengal, Malda"
16199,1.3508795601,2024,"Rajasthan","Sikar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Rajasthan, Sikar"
16200,0.8005212208,2024,"Rajasthan","Bhilwara","Not very worried","Not at all worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Rural","Male","30-44","Other Castes",0,0,1,1,1,0,1,1,1,1,0,"Rajasthan, Bhilwara"
16201,0.69044955294,2024,"Rajasthan","Jaipur","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Urban","Male","18-29","Scheduled Castes/Tribes",0,0,0,0,0,1,1,1,1,0,0,"Rajasthan, Jaipur"
16202,0.54035182404,2024,"Gujarat","Kutch","Moderately worried","Very worried","Not at all worried","Moderately worried","Very worried","Not at all worried","Very worried","Very worried","Moderately worried","Not at all worried","Very worried","Rural","Male","30-44","Other Castes",0,1,0,0,1,0,1,1,0,0,1,"Gujarat, Kutch"
16203,0.68044303768,2024,"Gujarat","Morbi","Very worried","Moderately worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Rural","Male","30-44","Scheduled Castes/Tribes",1,0,0,0,1,0,1,0,0,1,0,"Gujarat, Morbi"
16205,0.81052773606,2024,"West Bengal","Coochbehar","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,1,1,1,0,0,1,0,0,1,"West Bengal, Coochbehar"
16206,1.18076880068,2024,"Chattisgarh","Kanker","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Rural","Male","18-29","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,1,0,"Chattisgarh, Kanker"
16207,0.6003909156,2024,"Bihar","Kishanganj","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","18-29","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Bihar, Kishanganj"
16208,1.24080789224,2024,"Uttar Pradesh","Bareilly","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Rural","Male","18-29","Other Castes",0,0,1,0,1,0,0,0,0,0,0,"Uttar Pradesh, Bareilly"
16209,1.08070364808,2024,"Jharkhand","Garhwa","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Male","45+","Other Castes",1,1,1,1,1,1,0,1,1,0,1,"Jharkhand, Garhwa"
16210,0.93060591918,2024,"Punjab","Jalandhar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Male","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Punjab, Jalandhar"
16211,0.91059288866,2024,"Andhra Pradesh","Nandyal","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Urban","Male","18-29","Other Castes",0,0,0,0,0,0,0,0,1,0,0,"Andhra Pradesh, Nandyal"
16212,0.43028015618,2024,"Bihar","Gaya","Moderately worried","Very worried","Moderately worried","Moderately worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Urban","Male","30-44","Other Castes",0,1,0,0,1,0,0,0,0,0,0,"Bihar, Gaya"
16213,1.22079486172,2024,"Uttar Pradesh","Kannauj","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Rural","Male","18-29","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Uttar Pradesh, Kannauj"
16214,1.11072319386,2024,"Uttar Pradesh","Hardoi","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","18-29","Other Castes",1,1,1,0,1,1,1,1,1,1,1,"Uttar Pradesh, Hardoi"
16215,1.000651526,2024,"Punjab","Sangrur","Very worried","Very worried","Very worried","Very worried","Moderately worried","Not at all worried","Very worried","Very worried","Not very worried","Not at all worried","Moderately worried","Rural","Male","30-44","Other Castes",1,1,1,1,0,0,1,1,0,0,0,"Punjab, Sangrur"
16216,0.74048212924,2024,"West Bengal","Purbo Medinipur","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Rural","Female","30-44","Other Castes",1,1,1,1,0,1,0,1,1,0,0,"West Bengal, Purbo Medinipur"
16217,1.01065804126,2024,"Kerala","Kollam","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not very worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Rural","Female","18-29","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Kerala, Kollam"
16218,0.7004560682,2024,"Kerala","Alappuzha","Very worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","45+","Other Castes",1,1,0,1,1,1,1,1,1,1,1,"Kerala, Alappuzha"
